,level_0,movie,year,time,certificate,genre,rating,story,votes,cast,link,index,genres_bin,director,director_bin,cast_bin,words_bin,combined_features
28,3448,File Number 666,,,U,"['Action', 'Fantasy', 'Horror']",,"['Add', 'a', 'Plot']",,C.Franklin,https://www.imdb.com/title/tt12236802/,3448,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",C.Franklin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot C.Franklin U Action Fantasy Horror 
29,1806,Patta Pagalu,,,U,['Horror'],,"['This', 'film', 'explores', 'the', 'competing', 'strengths', 'of', 'a', ""father's"", 'love', 'and', 'an', 'evil', ""spirit's"", 'will', 'to', 'possess.']",,"Rajasekhar,RamGopalVarma,SwathiDeekshith,TanikellaBharani",https://www.imdb.com/title/tt3683440/,1806,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",RamGopalVarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","This film explores the competing strengths of a father s love and an evil spirit s will to possess. Rajasekhar,RamGopalVarma,SwathiDeekshith,TanikellaBharani U Horror "
30,569,Goodachari 2,,,U,['Action'],,"['Add', 'a', 'Plot']",,"AdiviSesh,RahulPakala",https://www.imdb.com/title/tt11306406/,569,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RahulPakala,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AdiviSesh,RahulPakala U Action "
31,3392,Unmaadhi,,,U,['Thriller'],,"['Add', 'a', 'Plot']",,"AlluRamesh,KotiBajjuri,N.R.Reddy,SirishaDasari",https://www.imdb.com/title/tt9768368/,3392,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",N.R.Reddy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AlluRamesh,KotiBajjuri,N.R.Reddy,SirishaDasari U Thriller "
32,3304,Jaadu,,,U,['Mystery'],,"['Add', 'a', 'Plot']",,RaviSarma,https://www.imdb.com/title/tt7671588/,3304,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RaviSarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot RaviSarma U Mystery 
33,1772,Salmon 3D,,120 min,U,['Thriller'],,"['Add', 'a', 'Plot']",,"JonitaDoda,RajivPillai,ShalilKallur,VijayYesudas",https://www.imdb.com/title/tt12338956/,1772,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ShalilKallur,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot JonitaDoda,RajivPillai,ShalilKallur,VijayYesudas U Thriller "
34,4434,Amar,,,U,['Romance'],,"['It', 'is', 'a', 'romantic', 'action', 'based', 'movie.', 'In', 'which,', 'the', 'story', 'deals', 'with', 'Mumbai', 'mafia', 'backdrop', 'and', 'a', 'couple.']",,"Navdeep,RavikumarVarma",https://www.imdb.com/title/tt10297928/,4434,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RavikumarVarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","It is a romantic action based movie. In which, the story deals with Mumbai mafia backdrop and a couple. Navdeep,RavikumarVarma U Romance "
35,2182,Ammadu Lets Do Kummudu,,122 min,U,['Drama'],,"['Add', 'a', 'Plot']",,"Bsr,Guruprasad",https://www.imdb.com/title/tt11023678/,2182,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Bsr,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Bsr,Guruprasad U Drama "
36,4854,The 1% Film,,,U,"['Comedy', 'Drama', 'Fantasy']",,"['What', 'do', 'the', 'indie', 'filmmakers', 'do', 'all', 'day,', 'anyway?']",,HarishankarTamminana,https://www.imdb.com/title/tt5037146/,4854,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",HarishankarTamminana,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","What do the indie filmmakers do all day, anyway? HarishankarTamminana U Comedy Drama Fantasy "
37,719,NTR Trivikiram Untitled Movie,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"N.T.RamaRaoJr.,RashmikaMandanna,TrivikramSrinivas",https://www.imdb.com/title/tt11821912/,719,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",TrivikramSrinivas,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot N.T.RamaRaoJr.,RashmikaMandanna,TrivikramSrinivas U Drama "
38,182,That Is Mahalakshmi,,,U,['Comedy'],,"['Mahalakshmi,', 'a', 'traditional', 'girl', 'sets', 'out', 'on', 'a', 'solo', 'honeymoon', 'after', 'her', 'marriage', 'gets', 'cancelled.']",,"JeffreyHo,PrasanthVarma,ShibaniDandekar,TamannaahBhatia",https://www.imdb.com/title/tt7943256/,182,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",PrasanthVarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Mahalakshmi, a traditional girl sets out on a solo honeymoon after her marriage gets cancelled. JeffreyHo,PrasanthVarma,ShibaniDandekar,TamannaahBhatia U Comedy "
39,781,Minnal Murali,,,U,"['Adventure', 'Comedy', 'Fantasy']",,"['The', 'film', 'revolves', 'around', 'the', 'main', 'character', 'of', 'Murali,', 'played', 'by', 'Tovino', 'Thomas,', 'who', 'is', 'hit', 'by', 'a', 'lightning', 'and', 'gets', 'supernatural', 'powers.The', 'following', 'events', 'and', 'situations', 'form', 'the', 'basis', 'of', 'the', 'film.']",,"AjuVarghese,BasilJoseph,BasilJoseph,TovinoThomas",https://www.imdb.com/title/tt7268738/,781,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",BasilJoseph,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The film revolves around the main character of Murali, played by Tovino Thomas, who is hit by a lightning and gets supernatural powers.The following events and situations form the basis of the film. AjuVarghese,BasilJoseph,BasilJoseph,TovinoThomas U Adventure Comedy Fantasy "
40,4783,8: Eight,,,U,['Thriller'],,"['Add', 'a', 'Plot']",,JalandharaRao,https://www.imdb.com/title/tt8302924/,4783,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",JalandharaRao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot JalandharaRao U Thriller 
41,726,Vettai Mannan,,,U,"['Action', 'Crime', 'Thriller']",,"['A', 'man', 'kills', 'people', 'for', 'few', 'thousands', 'of', 'rupees', 'and', 'goes', 'on', 'to', 'become', 'an', 'international', 'gangster.']",,IMDbPro,https://www.imdb.com/title/tt2008684/,726,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",IMDbPro,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",A man kills people for few thousands of rupees and goes on to become an international gangster. IMDbPro U Action Crime Thriller 
42,4683,Chamanthi,,122 min,U,['Drama'],,"['Add', 'a', 'Plot']",,"J.Mohankanth,Mahesh,Santosh,Sindhuja",https://www.imdb.com/title/tt10875056/,4683,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",J.Mohankanth,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot J.Mohankanth,Mahesh,Santosh,Sindhuja U Drama "
43,2760,Debbaku Tha Dongala Mutha,,138 min,U,"['Comedy', 'Crime', 'Thriller']",,"['Add', 'a', 'Plot']",,"AditiMyakal,Kireeti,SudheerChintalapudi,SudheerChintalapudi",https://www.imdb.com/title/tt9343976/,2760,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SudheerChintalapudi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AditiMyakal,Kireeti,SudheerChintalapudi,SudheerChintalapudi U Comedy Crime Thriller "
44,2469,Areyrey...,,,U,"['Comedy', 'Romance']",,"['Plot', 'unknown.']",,IMDbPro,https://www.imdb.com/title/tt2794386/,2469,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",IMDbPro,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Plot unknown. IMDbPro U Comedy Romance 
45,2619,Rana,,,U,"['Action', 'Drama', 'History']",,"['Add', 'a', 'Plot']",,CharlesDarby,https://www.imdb.com/title/tt1836895/,2619,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CharlesDarby,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot CharlesDarby U Action Drama History 
46,2481,Adi Oka Idile,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"MaheedharPasam,RadhikaPreeti,SabyasachiMisra,SwarnaBabu",https://www.imdb.com/title/tt10275964/,2481,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SwarnaBabu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot MaheedharPasam,RadhikaPreeti,SabyasachiMisra,SwarnaBabu U Drama "
47,2596,Abhimanyu,,,U,['Romance'],,"['Add', 'a', 'Plot']",,"Ali,Mallikarjuna,NandamuriKalyanRam,Ramya",https://www.imdb.com/title/tt3392948/,2596,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Mallikarjuna,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Ali,Mallikarjuna,NandamuriKalyanRam,Ramya U Romance "
48,769,Enter the Girl Dragon,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"MalhottraShivam,PoojaBhalekar,PrateekParmar,RamGopalVarma",https://www.imdb.com/title/tt11924110/,769,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RamGopalVarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot MalhottraShivam,PoojaBhalekar,PrateekParmar,RamGopalVarma U Drama "
49,2509,15 18 24 Love Story,,122 min,U,['Drama'],,"['Add', 'a', 'Plot']",,"EeshaChamundi,KiranKumarMadhupuri,RachaRavi",https://www.imdb.com/title/tt11023702/,2509,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",KiranKumarMadhupuri,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot EeshaChamundi,KiranKumarMadhupuri,RachaRavi U Drama "
50,4744,Bhala Thandanana,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"CatherineTresa,ChaitanyaDantuluri,RamachandraRaju,SreeVishnu",https://www.imdb.com/title/tt14209750/,4744,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ChaitanyaDantuluri,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot CatherineTresa,ChaitanyaDantuluri,RamachandraRaju,SreeVishnu U Drama "
51,2620,Ichata Vahanumulu Niluparadu,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"MeenakshiChaudhary,S.Darshan,Sushanth,VennelaKishore",https://www.imdb.com/title/tt14039724/,2620,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",S.Darshan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot MeenakshiChaudhary,S.Darshan,Sushanth,VennelaKishore U Drama "
52,5166,Great Dance,,,U,"['Family', 'Music', 'Romance']",,"['The', 'First', 'Tamil', 'And', 'Malayalam', '3D', 'Dance', 'movie,', 'The', 'film', 'will', 'have', 'importance', 'to', 'hiphop', 'and', 'Ballet', 'dance.', 'More', 'than', '50', 'child', 'artistes', ',', '250', 'professional', 'dancers', 'and', 'Prominent', 'actors', 'from', '...', 'See', 'full', 'summary', '»']",,ShiroeBrothers,https://www.imdb.com/title/tt7526868/,5166,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ShiroeBrothers,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The First Tamil And Malayalam 3D Dance movie, The film will have importance to hiphop and Ballet dance. More than 50 child artistes , 250 professional dancers and Prominent actors from ... See full summary » ShiroeBrothers U Family Music Romance "
53,2823,WWW,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"AdithArun,K.V.Guhan,RiyazKhan,VivaHarsha",https://www.imdb.com/title/tt14039762/,2823,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.V.Guhan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AdithArun,K.V.Guhan,RiyazKhan,VivaHarsha U Drama "
54,2970,Bhakta Kanappa,,,U,['Fantasy'],,"['Add', 'a', 'Plot']",,"TanikellaBharani,VishnuManchu",https://www.imdb.com/title/tt5306972/,2970,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",TanikellaBharani,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot TanikellaBharani,VishnuManchu U Fantasy "
55,2195,Ala,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"BhargavKommera,RohitReddy,SaratPalanki",https://www.imdb.com/title/tt10081236/,2195,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SaratPalanki,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot BhargavKommera,RohitReddy,SaratPalanki U Drama "
56,2202,My Lipstick,,,U,['Drama'],,"['Add', 'a', 'Plot']",,S.Srujan,https://www.imdb.com/title/tt11924070/,2202,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",S.Srujan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot S.Srujan U Drama 
57,2953,Anandha Bhairavi,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"AdithArun,Anjali,KarriBalaji,RaaiLaxmi",https://www.imdb.com/title/tt10475100/,2953,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",KarriBalaji,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AdithArun,Anjali,KarriBalaji,RaaiLaxmi U Drama "
58,825,Rory,,,U,['Drama'],,"['Add', 'a', 'Plot']",,"CharanRory,Jayaprakash,KotSrinivasRao,RoryCharan",https://www.imdb.com/title/tt11924054/,825,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CharanRory,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot CharanRory,Jayaprakash,KotSrinivasRao,RoryCharan U Drama "
